	hashtag	time_(s)
6	#jennisbnk48	2587
7	#bnk48	2587
8	#bnk48	2587
9	#m…rt	2587
10	#bnk48	2587
11	#cherprangbnk48	2587
0	#bnk48	2598
1	#ปล่อย	2598
2	#fortunecookie	2598
3	#bnk48	2598
4	#bnk48	2598
5	#pupebnk48	2598
6	#musicbnk48	2598
7	#punbnk48	2598
8	#jennisbnk48	2598
9	#kaimookbnk48	2598
10	#mobilebnk48…rt	2598
11	#bnk48	2598
12	#วาเลนไทน์	2598
13	#แคปเฌอ	2598
14	#cherprangbnk48	2598
15	#bnk48	2598
16	#เฌอปราง	2598
17	#myvalentine	2598
18	#punbnk48	2598
19	#bnk48	2598
20	#cherprangbnk48	2598
21	#bnk48	2598
22	#bnk48	2598
23	#cherprangbnk48	2598
24	#cherprangbnk48	2598
25	#bnk48	2598
26	#ornbnk48	2598
27	#cherprangbnk48	2598
28	#izurinabnk48	2598
29	#namneungbnk48	2598
30	#bnk48	2598
0	#pockythailand	2608
1	#punbnk48	2608
2	#bnk48	2608
3	#capcher	2608
4	#cherprangbnk48	2608
5	#bnk48	2608
6	#cherprangbnk48	2608
7	#punbnk48	2608
8	#musicbnk48	2608
9	#mobilebnk48	2608
10	#ornbnk48	2608
11	#jennisbnk…rt	2608
12	#bnk48	2608
13	#capcher	2608
14	#cherprangbnk48	2608
15	#bnk48	2608
16	#happyvalentinesday	2608
17	#jaabnk48	2608
18	#bnk48	2608
19	#แก๊งพี่จ๋า	2608
20	#bnk48	2608
21	#cherprangbnk48	2608
0	#mymilintine	2618
1	#namneungbnk48	2618
2	#bnk48	2618
3	#musicbnk48	2618
4	#bnk48	2618
5	#mymilintine	2618
6	#namneungbnk48	2618
7	#bnk48	2618
8	#pockythailand	2618
9	#punbnk48	2618
10	#bnk48	2618
11	#bnk48	2618
12	#namsaibnk48	2618
13	#cherprangbnk48	2618
14	#punbnk48	2618
15	#musicbnk48	2618
16	#mobilebnk48	2618
17	#ornbnk48	2618
18	#jennisbnk48	2618
19	#bnk48	2618
20	#cherprangbnk48	2618
21	#bnk48	2618
22	#bnk48	2618
23	#cherprangbnk48	2618
24	#bnk48	2618
25	#bnk48foundermember	2618
26	#bnk48theater	2618
27	#bnk48thecampus	2618
28	#bnk481stc…rt	2618
29	#mobilebnk48	2618
30	#cherprangbnk48	2618
31	#bnk48	2618
32	#bnk48	2618
33	#ปล่อย	2618
34	#tusexyboy	2618
35	#bnk48	2618
36	#punbnk4…rt	2618
37	#bnk48	2618
38	#cherprangbnk48	2618
39	#cherprangbnk48	2618
40	#bnk48	2618
41	#trueyou	2618
42	#janbnk48	2618
43	#janchan	2618
44	#bnk48	2618
45	#cherovalentine	2618
46	#musicbnk48	2618
47	#cherprangbnk48	2618
48	#b…rt	2618
49	#cherprangbnk48rt	2618
50	#เฌอสิค	2618
51	#cherovalentine	2618
52	#cherprangbnk48	2618
53	#musicbnk48	2618
54	#bnk48	2618
55	#bnk48	2618
56	#namneungbnk48	2618
57	#noeybnk48	2618
58	#mobilebnk48	2618
59	#bnk48	2618
60	#สามแยกปากหวาน	2618
61	#mobilebnk48	2618
62	#bnk48	2618
63	#napaphatworraphuttanon	2618
64	#ณปภัชวรพฤทธานนท์	2618
65	#jaa	2618
66	#jaabnk48	2618
67	#ジャー	2618
68	#bnk48	2618
69	#englishroomtv	2618
70	#cherprangbnk48	2618
71	#punbnk48	2618
72	#jennis…	2618
0	#bnk48	2628
1	#cherprangbnk48	2628
2	#janbnk48	2628
3	#janchan	2628
4	#bnk48	2628
5	#bnk48	2628
6	#punbnk48	2628
7	#katebnk48	2628
8	#bnk48	2628
9	#cherprangbnk48	2628
10	#bnk48	2628
11	#สามแยกปากหวาน	2628
12	#punbnk48	2628
13	#bnk48	2628
14	#cherprangbnk48rt	2628
15	#kornbnk48	2628
16	#bnk48	2628
17	#cherprangbnk48	2628
18	#punbnk48	2628
19	#musicbnk48	2628
20	#mobilebnk48	2628
21	#ornbnk48	2628
22	#jennisbnk48	2628
23	#…rt	2628
24	#ปล่อย	2628
25	#bnk48	2628
0	#bnk48	2638
1	#bnk48foundermember	2638
2	#bnk48theater	2638
3	#bnk48thecampus	2638
4	#bnk481stc…rt	2638
5	#satchanbnk48	2638
6	#bnk48	2638
7	#ปล่อย	2638
8	#bnk48	2638
9	#bnk48	2638
10	#cherprangbnk48	2638
11	#ornbnk48	2638
12	#jennisbnk48	2638
13	#cherprangbnk48	2638
14	#punbnk48	2638
15	#musicbnk48	2638
16	#mobilebnk48	2638
17	#bnk48	2638
0	#cherprangbnk48	2649
1	#bnk48	2649
2	#musicbnk48	2649
3	#bnk48	2649
4	#bnk48	2649
5	#bnk48	2649
6	#cherprangbnk48	2649
7	#bnk48	2649
8	#สามแยกปากหวาน	2649
9	#jennisbnk48	2649
10	#bnk48	2649
11	#punbnk48	2649
12	#bnk48	2649
13	#bnk48	2649
14	#mobilebnk48	2649
0	#bnk48	2659
1	#cherprangbnk48	2659
2	#bnk48	2659
3	#musicbnk48	2659
4	#punbnk48	2659
5	#cherprangbnk48	2659
6	#bnk48	2659
7	#musicbnk48	2659
8	#punbnk48	2659
9	#bnk48	2659
10	#ปล่อย	2659
11	#tusexyboy	2659
12	#bnk48	2659
13	#namneu…rt	2659
14	#bnk48	2659
15	#musicb…happy	2659
16	#cherprangbnk48	2659
17	#bnk48	2659
18	#punbnk48	2659
19	#bnk48	2659
0	#bnk48	2669
1	#musicbnk48	2669
2	#punbnk48	2669
3	#cherprangbnk48	2669
4	#jennisbnk48	2669
5	#ปัญเจนนิษฐ์	2669
6	#bnk48	2669
7	#punbnk48	2669
8	#jennisbnk48	2669
9	#myvatentine…rt	2669
10	#bnk48	2669
11	#punbnk48	2669
12	#bnk48	2669
13	#mobilebnk48	2669
14	#jennisbnk48	2669
15	#musicbnk48	2669
16	#punbnk48	2669
17	#kaimookbnk48	2669
18	#pupebnk48	2669
19	#cherovalentine	2669
20	#musicbnk48	2669
21	#cherprangbnk48	2669
22	#b…rt	2669
23	#เพลงหากิน	2669
24	#bnk48	2669
25	#janbnk48	2669
26	#janchan	2669
27	#bnk48	2669
28	#jennisbnk48	2669
29	#bnk48	2669
30	#cherprangbnk48	2669
31	#bnk48	2669
32	#bnk48	2669
33	#punbnk48	2669
34	#katebnk48	2669
35	#punbnk48	2669
36	#bnk48	2669
37	#คลิปที่สนาม…rt	2669
38	#mobilebnk48	2669
39	#bnk48	2669
40	#bnk48	2669
41	#ปล่อย	2669
42	#tusexyboy	2669
0	#punbnk48	2679
1	#bnk48	2679
2	#produce48	2679
3	#nmb48	2679
4	#hkt48	2679
5	#akb48	2679
6	#bnk48	2679
7	#ผิด	2679
8	#bnk48	2679
9	#cherprangbnk48	2679
10	#punbnk48	2679
11	#bnk48	2679
12	#bnk48	2679
13	#punbnk48	2679
14	#jennisbnk48	2679
15	#เฌอสิค	2679
16	#valentinemyoshi	2679
17	#cherprangbnk48	2679
18	#musicbnk48	2679
19	#bnk48	2679
20	#พี่เฌอกับน้องสิค	2679
21	#punbnk48	2679
22	#bnk48	2679
23	#bnk48	2679
24	#cherprangbnk48	2679
25	#bnk48	2679
0	#bnk48	2689
1	#pockyletssayit	2689
2	#นารา	2689
3	#cherprangbnk48	2689
4	#bnk48	2689
5	#bnk48	2689
6	#punbnk48	2689
7	#jennisbnk48	2689
8	#punbnk48	2689
9	#bnk48	2689
10	#เพลงหากิน	2689
11	#bnk48	2689
12	#janbnk48	2689
13	#janchan	2689
14	#bbl	2689
15	#kbankขอรูปน้องๆบนบัตรatmจะพ่วงประกันพี่ก็ไม่บ่น	2689
16	#scb…	2689
17	#mobilebnk48	2689
18	#cherprangbnk48	2689
19	#bnk48	2689
20	#mobilebnk48	2689
21	#cherprangbnk48	2689
22	#bnk48	2689
23	#bnk48	2689
24	#cherprangbnk48	2689
25	#bnk48	2689
0	#cherprangbnk48	2700
1	#bnk48	2700
2	#bnk48	2700
3	#bnk48foundermember	2700
4	#bnk48theater	2700
5	#bnk48thecampus	2700
6	#bnk481stc…rt	2700
7	#punbnk48	2700
8	#bnk48	2700
9	#ornbnk48	2700
10	#cherprangbnk48	2700
11	#bnk48	2700
12	#cherprangbnk48	2700
13	#punbnk48	2700
14	#musicbnk48	2700
15	#mobilebnk48	2700
16	#ornbnk48	2700
17	#jennisbnk…rt	2700
18	#bnk48	2700
19	#cherprangbnk48	2700
20	#bnk48	2700
21	#pockythailand	2700
22	#punbnk48	2700
23	#bnk48	2700
0	#punbnk48	2710
1	#bnk48	2710
2	#รักเฌอ	2710
3	#เฌอปราง	2710
4	#cherprangbnk48	2710
5	#bnk48	2710
6	#truemoveh	2710
7	#bnk48	2710
8	#happyvalentinesday	2710
9	#mymilintine	2710
10	#namneungbnk48	2710
11	#bnk48	2710
12	#วาเลนไทน์2018	2710
13	#punbnk48	2710
14	#bnk48	2710
15	#cherprangbnk48	2710
16	#punbnk48	2710
17	#musicbnk48	2710
18	#mobilebnk48	2710
19	#ornbnk48	2710
20	#jennisbnk…rt	2710
21	#cherprangbnk48	2710
22	#cherprangbnk48	2710
23	#jennisbnk48	2710
24	#punbnk48	2710
25	#bnk48	2710
0	#ornbnk48	2720
1	#bnk48	2720
2	#janbnk48	2720
3	#janchan	2720
4	#bnk48	2720
5	#bnk48	2720
6	#truepointxbnk48	2720
7	#trueyou	2720
8	#truemoveh	2720
9	#punbnk48	2720
10	#jennisbnk48	2720
11	#mobilebnk48	2720
12	#musicbnk48…	2720
13	#bnk48	2720
14	#bnk48	2720
15	#ปล่อย	2720
16	#tusexyboy	2720
17	#bnk48	2720
18	#punbnk48	2720
0	#bnk48	2730
1	#ปล่อย	2730
2	#tusexyboy	2730
3	#bnk48	2730
4	#cherprangbnk48	2730
5	#musicbnk48	2730
6	#bnk48	2730
7	#bnk48	2730
8	#punbnk48	2730
9	#jennisbnk48	2730
10	#pupebnk48	2730
11	#kaimookbnk48	2730
12	#musicb…rt	2730
13	#pockythailand	2730
14	#punbnk48	2730
15	#bnk48	2730
16	#mymilintine	2730
17	#namneungbnk48	2730
18	#bnk48rt	2730
19	#bnk48	2730
20	#truepointxbnk48	2730
21	#trueyou	2730
22	#truemoveh	2730
23	#punbnk48	2730
24	#jennisbnk48	2730
25	#mobilebnk48	2730
26	#musicbnk48	2730
27	#cherprangbnk4…rt	2730
28	#punbnk48	2730
29	#bnk48	2730
30	#bnk48	2730
31	#bnk48	2730
32	#punbnk48	2730
33	#bnk48	2730
34	#กราบ…	2730
0	#bnk48	2740
1	#cherprangbnk48	2740
2	#mobilebnk48	2740
3	#punbnk48	2740
4	#jennisbnk48	2740
5	#ornbnk48	2740
6	#cherprangbnk48	2740
7	#musicbnk4…บอกตรงนะตอนนี้คงไม่ไปตามน้องที่งานแล้ว	2740
8	#bnk48rt	2740
9	#izutarinabnk48	2740
10	#izurin…rt	2740
11	#bnk48	2740
12	#punbnk48	2740
13	#jennisbnk48	2740
14	#mobilebnk48	2740
15	#musicbnk48	2740
16	#cherprangbnk48	2740
17	#ornbnk48	2740
18	#เพลงหากิน	2740
19	#bnk48	2740
20	#janbnk48	2740
21	#janchan	2740
22	#happyvalentinesday	2740
23	#jaabnk48	2740
24	#bnk48	2740
25	#แก๊งพี่จ๋า	2740
0	#bnk48	2750
1	#punbnk4…rt	2750
2	#musicbnk48	2750
3	#bnk48	2750
4	#canubemyvalentine	2750
5	#canbnk48	2750
6	#bnk48	2750
7	#bnk48	2750
8	#bnk48foundermember	2750
9	#bnk48theater	2750
10	#bnk48thecampus	2750
11	#bnk481stc…เหมือนจะเห็นคุณไข่ร้องไห้ช่วงเพลง	2750
12	#kaimookbnk48	2750
13	#bnk48rt	2750
14	#punbnk48	2750
15	#bnk48	2750
16	#bnk48	2750
17	#ปล่อย	2750
18	#tusexyboy	2750
19	#punbnk48	2750
20	#bnk48	2750
21	#mobilebnk48	2750
22	#punbnk48	2750
23	#jennisbnk48	2750
24	#ornbnk48	2750
25	#cherprangbnk48	2750
26	#musicbnk4…rt	2750
0	#punbnk48	2761
1	#bnk48	2761
2	#bnk48	2761
3	#cherprangbnk48	2761
4	#urmyornlyvalentine…	2761
5	#bnk48	2761
6	#cherprangbnk48	2761
7	#bnk48	2761
8	#mobilebnk48	2761
9	#cherprangbnk48	2761
10	#bnk48	2761
11	#punbnk48	2761
12	#bnk48	2761
13	#bnk48	2761
14	#punbnk48	2761
15	#jennisbnk48	2761
16	#mobilebnk48	2761
17	#musicbnk48	2761
18	#cherprangbnk48	2761
19	#ornbnk48	2761
20	#bnk48	2761
21	#mobilebnk48	2761
22	#kaimookbnk48	2761
23	#musicbnk48	2761
24	#punbnk48	2761
25	#bnk48	2761
26	#น้ำหนึ่งเนย	2761
27	#bnk48	2761
28	#namneungbnk48	2761
29	#noeybnk48	2761
30	#bnk48	2761
31	#cherprangbnk48	2761
0	#pockythailand	2771
1	#punbnk48	2771
2	#bnk48	2771
3	#bnk48	2771
4	#musicbnk48	2771
5	#cherprangbnk48	2771
6	#bnk48	2771
7	#valentinemyoshi	2771
8	#bnk48	2771
9	#punbnk48	2771
10	#cherprangbnk48	2771
11	#bnk48	2771
12	#สามแยกปากหวาน	2771
13	#bnk48	2771
14	#punbnk48	2771
15	#katebnk48	2771
0	#cherprangbnk48	2781
1	#punbnk48	2781
2	#musicbnk48	2781
3	#mobilebnk48	2781
4	#ornbnk48	2781
5	#jennisbnk…rt	2781
6	#canubemyvalentine	2781
7	#canbnk48	2781
8	#bnk48	2781
9	#eiei	2781
10	#jubjub	2781
11	#rukna	2781
12	#bnk48	2781
13	#truepointxbnk48	2781
14	#trueyou	2781
15	#truemoveh	2781
16	#punbnk48	2781
17	#jennisbnk48	2781
18	#mobilebnk48	2781
19	#musicbnk48	2781
20	#cherprangbnk4…rt	2781
21	#musicbnk48	2781
22	#bnk48	2781
23	#punbnk48	2781
24	#bnk48	2781
25	#bbl	2781
26	#kbank	2781
27	#scb…	2781
28	#bnk48	2781
29	#punbnk48	2781
30	#jennisbnk48	2781
31	#pupebnk48	2781
32	#kaimookbnk48	2781
33	#musicb…rt	2781
34	#musicbnk48	2781
35	#bnk48	2781
36	#valentinemyoshi	2781
0	#mobilebnk48	2791
1	#bnk48	2791
2	#punbnk48	2791
3	#bnk48	2791
4	#jennisbnk48	2791
5	#bnk48	2791
6	#myvatentine​	2791
7	#jennisbnk48​	2791
8	#bnk48	2791
9	#cherprangbnk48	2791
10	#bnk48	2791
11	#อีจันบันเทิง	2791
12	#mobilebnk48	2791
13	#bnk48	2791
14	#cherprangbnk48	2791
15	#bnk48	2791
16	#bnk48	2791
17	#truepointxbnk48	2791
18	#trueyou	2791
19	#truemoveh	2791
20	#punbnk48	2791
21	#jennisbnk48	2791
22	#mobilebnk48	2791
23	#musicbnk48	2791
24	#cherprangbnk4…rt	2791
25	#เพลงหากิน	2791
26	#bnk48	2791
27	#janbnk48	2791
28	#janchan	2791
0	#canubemyvalentine	2801
1	#canbnk48	2801
2	#bnk48	2801
3	#mobilebnk48	2801
4	#bnk48	2801
5	#bnk48	2801
6	#bnk48	2801
7	#truepointxbnk48	2801
8	#trueyou	2801
9	#truemoveh	2801
10	#punbnk48	2801
11	#jennisbnk48	2801
12	#mobilebnk48	2801
13	#musicbnk48	2801
14	#cherprangbnk4…rt	2801
15	#cherprangbnk48	2801
16	#punbnk48	2801
17	#musicbnk48	2801
18	#mobilebnk48	2801
19	#ornbnk48	2801
20	#jennisbnk…rt	2801
21	#bnk48	2801
22	#truepointxbnk48	2801
23	#trueyou	2801
24	#truemoveh	2801
25	#punbnk48	2801
26	#jennisbnk48	2801
27	#mobilebnk48	2801
28	#musicbnk48	2801
29	#cherprangbnk4…rt	2801
30	#jennisbnk48	2801
31	#bnk48	2801
32	#janbnk48	2801
33	#janchan	2801
34	#bnk48	2801
35	#mobilebnk48	2801
36	#bnk48	2801
37	#bnk48roadshowinchiangmai	2801
38	#cherprangbnk48	2801
39	#punbnk48	2801
40	#musicbnk48	2801
41	#mobilebnk48	2801
42	#ornbnk48	2801
43	#jennisbnk…rt	2801
44	#cherprangbnk48	2801
0	#bnk48	2812
1	#mobilebnk48	2812
2	#kaimookbnk48	2812
3	#musicbnk48	2812
4	#bnk48	2812
5	#punbnk48	2812
6	#cherprangbnk48	2812
7	#bnk48	2812
8	#cherprangbnk48	2812
9	#jennisbnk48	2812
10	#ornbnk48	2812
11	#musicbnk48	2812
12	#punbnk48	2812
13	#mobilebnk48	2812
14	#bnk48	2812
15	#bnk48	2812
16	#punbnk48	2812
17	#jennisbnk48	2812
18	#mobilebnk48	2812
19	#musicbnk48	2812
20	#cherprangbnk48	2812
21	#ornbnk48	2812
22	#jennisbnk48	2812
23	#bnk48	2812
24	#bnk48	2812
25	#truepointxbnk48	2812
26	#trueyou	2812
27	#truemoveh	2812
28	#punbnk48	2812
29	#jennisbnk48	2812
30	#mobilebnk48	2812
31	#musicbnk48	2812
32	#cherprangbnk4…rt	2812
33	#janbnk48	2812
34	#janchan	2812
35	#bnk48	2812
0	#bnk48	2822
1	#cherprangbnk48	2822
2	#bnk48	2822
3	#cherprangbnk48	2822
4	#punbnk48	2822
5	#jennisbnk48	2822
6	#musicbnk48	2822
7	#4เทพ	2822
8	#bnk48	2822
9	#truepoint	2822
10	#bnk48xtrue	2822
11	#trueyou	2822
12	#tru…rt	2822
13	#cherprangbnk48	2822
14	#musicbnk48	2822
15	#jennisbnk48	2822
16	#punbnk48	2822
17	#bnk48	2822
18	#bnk48	2822
19	#cherprangbnk48	2822
20	#bnk48	2822
21	#punbnk48	2822
22	#bnk48	2822
23	#izutarinabnk48	2822
24	#izurin…เสพติด	2822
25	#bnk48	2822
0	#cherprangbnk48	2832
1	#punbnk48	2832
2	#musicbnk48	2832
3	#mobilebnk48	2832
4	#ornbnk48	2832
5	#jennisbnk48	2832
6	#…rt	2832
7	#valenoeyday	2832
8	#วันแห่งความอ๊บ	2832
9	#noeybnk48	2832
10	#bnk48	2832
11	#mioribnk48	2832
12	#bnk48	2832
13	#jennisbnk48	2832
14	#bnk48	2832
15	#bnk48	2832
16	#punbnk48	2832
17	#ปัญสิกรณ์ดีที่สุด	2832
18	#bnk48	2832
19	#ปล่อย	2832
20	#tusexyboy	2832
21	#cherprangbnk48	2832
22	#musicbnk48	2832
23	#jennisbnk48	2832
24	#punbnk48	2832
25	#bnk48	2832
26	#bnk48	2832
27	#bnk48	2832
28	#cherprangbnk48	2832
29	#bnk48	2832
30	#pockyletssayit	2832
31	#นารา	2832
32	#bnk48	2832
33	#mobilebnk48	2832
34	#kaimookbnk48	2832
35	#musicbnk48	2832
0	#mobilebnk48	2842
1	#bnk48	2842
2	#bnk48	2842
3	#truepoint	2842
4	#bnk48xtrue	2842
5	#trueyou	2842
6	#tru…rt	2842
7	#musicbnk48	2842
8	#mobilebnk48	2842
9	#kaimookbnk48	2842
10	#jennisbnk48	2842
11	#punbnk48	2842
12	#pupebnk48	2842
13	#bn…rt	2842
14	#punbnk48	2842
15	#bnk48	2842
16	#ornbnk48	2842
17	#cherprangbnk48	2842
18	#bnk48	2842
19	#เฌอสิค	2842
20	#bnk48	2842
21	#cherprangbnk48	2842
22	#musicbnk48	2842
23	#punbnk48	2842
0	#bnk48	2852
1	#truepointxbnk48	2852
2	#trueyou	2852
3	#truemoveh	2852
4	#punbnk48	2852
5	#jennisbnk48	2852
6	#mobilebnk48	2852
7	#musicbnk48	2852
8	#cherprangbnk4…rt	2852
9	#jennisbnk48	2852
10	#punbnk48	2852
11	#cherprangbnk48	2852
12	#musicbnk48	2852
13	#bnk48	2852
14	#ปัญเจนนิษฐ์	2852
15	#เฌอสิค	2852
16	#อ๊บนาน่า	2852
17	#fujifilm	2852
18	#xt20	2852
19	#bnk48	2852
20	#noeybnk48	2852
21	#punbnk48	2852
22	#panda48	2852
23	#janbnk48	2852
24	#janchan	2852
25	#bnk48	2852
26	#น่ารักกว่าคนอื่นเขา	2852
27	#cherprangbnk48	2852
28	#bnk48	2852
29	#bnk48	2852
30	#truepointxbnk48	2852
31	#trueyou	2852
32	#truemoveh	2852
33	#punbnk48	2852
34	#jennisbnk48	2852
35	#mobilebnk48	2852
36	#musicbnk48	2852
37	#cherprangbnk4…rt	2852
38	#jennisbnk48	2852
39	#bnk48	2852
0	#bnk48	2863
1	#punbnk48	2863
2	#cherovalentine	2863
3	#musicbnk48	2863
4	#cherprangbnk48	2863
5	#b…rt	2863
6	#bnk48	2863
7	#mobilebnk48	2863
8	#ornbnk48	2863
9	#cherprangbnk48	2863
10	#bnk48	2863
11	#jennisbnk48	2863
12	#bnk48	2863
13	#cherprangbnk48	2863
14	#bnk48	2863
15	#สันกรามพี่เฌอ	2863
16	#bnk48	2863
17	#cherprangbnk48	2863
18	#เฌอสิค	2863
19	#bnk48	2863
20	#cherprangbnk48	2863
21	#musicbnk48	2863
22	#punbnk48	2863
23	#bnk48	2863
24	#cherprangbnk48	2863
0	#bnk48	2873
1	#bnk48	2873
2	#cherprangbnk48	2873
3	#bnk48	2873
4	#truepointxbnk48	2873
5	#trueyou	2873
6	#truemoveh	2873
7	#punbnk48	2873
8	#jennisbnk48	2873
9	#mobilebnk48	2873
10	#musicbnk48	2873
11	#cherprangbnk4…rt	2873
12	#urmyornlyvalentine	2873
13	#ornbnk48	2873
14	#bnk…rt	2873
15	#cherprangbnk48	2873
16	#bnk48	2873
17	#bnk48	2873
18	#bnk48	2873
19	#janbnk48	2873
20	#janchan	2873
21	#bnk48	2873
22	#bnk48	2873
23	#cherprangbnk48	2873
24	#bnk48	2873
25	#cherprangbnk48	2873
26	#bnk48	2873
27	#ปล่อย	2873
28	#tusexyboy	2873
29	#punbnk48	2873
30	#bnk48	2873
31	#izutarinabnk48	2873
32	#izurin…	2873
0	#bnk48	2883
1	#bnk48	2883
2	#jennisbnk48	2883
3	#bnk48	2883
4	#cherprangbnk48	2883
5	#bnk48	2883
6	#cherovalentine	2883
7	#musicbnk48	2883
8	#cherprangbnk48	2883
9	#b…rt	2883
10	#bnk48	2883
11	#วาเลนไทน์	2883
12	#แคปเฌอ	2883
13	#cherprangbnk48	2883
14	#bnk48	2883
15	#เฌอปราง	2883
16	#myvalentine	2883
17	#bnk48	2883
18	#punbnk48	2883
19	#bnk48	2883
20	#ปล่อย	2883
21	#bnk48	2883
22	#bnk48foundermember	2883
23	#bnk48theater	2883
24	#bnk48thecampus	2883
25	#bnk481stc…rt	2883
26	#bnk48	2883
27	#mobilebnk48	2883
28	#kaimookbnk48	2883
29	#musicbnk48	2883
30	#bnk48	2883
31	#bbl	2883
32	#kbank	2883
33	#scb	2883
34	#bnk4…rt	2883
35	#bnk48	2883
36	#cherprangbnk48	2883
0	#jennisbnk48	2893
1	#bnk48	2893
2	#bnk48	2893
3	#punbnk48	2893
4	#cherprangbnk48	2893
5	#bnk48	2893
6	#สามแยกปากหวาน	2893
7	#punbnk48	2893
8	#bnk48	2893
9	#namhombnk48	2893
10	#bnk48	2893
11	#musicbnk48	2893
12	#bnk48	2893
13	#bnk48	2893
14	#punbnk48	2893
15	#ปัญเจนแต่ไม่ใช่ปัญเจนนิษฐ์	2893
16	#น้องปัญอะเจ้าชู้	2893
17	#punbnk48	2893
18	#janebnk48	2893
19	#bnk48	2893
20	#jennisbnk48	2893
21	#punbnk48	2893
22	#cherprangbnk48	2893
23	#musicbnk48	2893
24	#bnk48	2893
25	#cherprangbnk48	2893
0	#เฌอสิค	2903
1	#bnk48	2903
2	#cherprangbnk48	2903
3	#musicbnk48	2903
4	#punbnk48	2903
5	#bnk48	2903
6	#punbnk48	2903
7	#janbnk48	2903
8	#janchan	2903
9	#bnk48	2903
10	#bnk48	2903
11	#cherprangbnk48	2903
12	#คุกกี้เสี่ยงทาย	2903
13	#bnk48	2903
14	#jennisbnk48	2903
15	#punbnk48	2903
16	#bnk48	2903
17	#jennisbnk…rt	2903
18	#punbnk48	2903
19	#bnk48	2903
20	#pockythailand	2903
21	#punbnk48	2903
22	#bnk48	2903
23	#bnk48	2903
24	#cherprangbnk48	2903
25	#bnk48rt	2903
0	#punbnk48	2914
1	#bnk48	2914
2	#mobilebnk48	2914
3	#cherprangbnk48	2914
4	#bnk48	2914
5	#bnk48	2914
6	#truepointxbnk48	2914
7	#trueyou	2914
8	#truemoveh	2914
9	#punbnk48	2914
10	#jennisbnk48	2914
11	#mobilebnk48	2914
12	#musicbnk48	2914
13	#cherprangbnk4…rt	2914
14	#ปัญเจนนิษฐ์	2914
15	#punbnk48	2914
16	#jennisbnk48	2914
17	#bnk48	2914
18	#มิวสิคคนมีม	2914
19	#musicbnk48	2914
20	#bnk48	2914
21	#jennisbnk48​	2914
22	#bnk48	2914
23	#ปัญเจนนิษฐ์	2914
24	#punbnk48	2914
25	#jennisbnk48	2914
26	#bnk48	2914
27	#jennisbnk48	2914
28	#bnk48	2914
29	#bnk48	2914
30	#cherprangbnk48	2914
31	#bnk48	2914
32	#cherovalentine	2914
33	#musicbnk48	2914
34	#cherprangbnk48	2914
35	#b…	2914
0	#cherovalentine	2924
1	#musicbnk48	2924
2	#cherprangbnk48	2924
3	#b…rt	2924
4	#valentinemyoshi	2924
5	#jennisbnk48	2924
6	#bnk48	2924
7	#มุกเสี่ยว	2924
8	#bnk48	2924
9	#punbnk48	2924
10	#mymilintine	2924
11	#bnk48	2924
12	#namneungbnk48	2924
13	#mobilebnk48	2924
14	#cherprangbnk48	2924
15	#bnk48	2924
16	#cherprangbnk48	2924
0	#ปล่อยมธ	2934
1	#izurinabnk48	2934
2	#bnk48	2934
3	#punbnk48	2934
4	#bnk48	2934
5	#คลิปที่สนาม…rt	2934
6	#bnk48	2934
7	#truepointxbnk48	2934
8	#trueyou	2934
9	#truemoveh	2934
10	#punbnk48	2934
11	#jennisbnk48	2934
12	#mobilebnk48	2934
13	#musicbnk48	2934
14	#cherprangbnk4…rt	2934
15	#musicbnk48	2934
16	#bnk48	2934
17	#valentinemyoshi	2934
18	#bnk48	2934
19	#truepointxbnk48	2934
20	#trueyou	2934
21	#truemoveh	2934
22	#punbnk48	2934
23	#jennisbnk48	2934
24	#mobilebnk48	2934
25	#musicbnk48	2934
26	#cherprangbnk4…rt	2934
27	#punbnk48	2934
28	#bnk48	2934
29	#cherprangbnk48	2934
30	#punbnk48	2934
31	#jennisbnk48	2934
32	#mobilebnk48	2934
33	#musicbnk48	2934
34	#ornbnk48	2934
35	#…rt	2934
36	#punbnk48	2934
37	#bnk48	2934
38	#bnk48	2934
39	#น้ำหนึ่งเนย	2934
40	#bnk48	2934
41	#namneungbnk48	2934
42	#noeybnk48	2934
43	#valentinemyoshi	2934
44	#musicbnk48	2934
45	#bnk48	2934
46	#bnk48	2934
47	#bnk48	2934
48	#cherprangbnk48	2934
49	#bnk48	2934
50	#mobilebnk48	2934
51	#punbnk48	2934
52	#ปัญโม	2934
0	#bnk48	2944
1	#bnk48roadshowinchiangmai	2944
2	#ตลาดนัดbnk48	2944
3	#piambnk48	2944
4	#kornbnk48	2944
5	#katebnk48	2944
6	#jennisbnk48	2944
7	#punbnk48	2944
8	#bnk48	2944
9	#musicbnk48	2944
10	#bnk48	2944
11	#bnk48	2944
12	#punbnk48	2944
13	#สามแยกปากหวาน	2944
14	#bnk48	2944
15	#bnk48	2944
16	#เดลินิวส์	2944
17	#fortunecookie	2944
18	#bnk48	2944
19	#mobilebnk48	2944
20	#bnk48	2944
21	#cherprangbnk48	2944
22	#punbnk48	2944
23	#musicbnk48	2944
24	#mobilebnk48	2944
25	#ornbnk48	2944
26	#jennisbnk…โว๊ย!!!	2944
27	#bnk48	2944
28	#ปล่อย	2944
29	#tu	2944
0	#bnk48	2954
1	#jennisbnk48	2954
2	#bnk48	2954
3	#mobilebnk48	2954
4	#punbnk48	2954
